,cap_hit,Player,team_name,Season
3664,5000000,Michael Cammalleri,new-jersey-devils,2015-2016
3665,5000000,Andy Greene,new-jersey-devils,2015-2016
3666,4850000,Ryane Clowe,new-jersey-devils,2015-2016
3667,4750000,Tuomo Ruutu,new-jersey-devils,2015-2016
3668,4166666,Adam Larsson,new-jersey-devils,2015-2016
3669,4000000,Adam Henrique,new-jersey-devils,2015-2016
3670,1666666,John Moore,new-jersey-devils,2015-2016
3671,1466667,Kyle Palmieri,new-jersey-devils,2015-2016
3672,925000,Pavel Zacha,new-jersey-devils,2015-2016
3673,925000,Sergey Kalinin,new-jersey-devils,2015-2016
3674,850000,Stephen Gionta,new-jersey-devils,2015-2016
3675,840000,Jon Merrill,new-jersey-devils,2015-2016
3676,825000,Jordin Tootoo,new-jersey-devils,2015-2016
3677,800000,Jacob Josefson,new-jersey-devils,2015-2016
3678,800000,Devante Smith-Pelly,new-jersey-devils,2015-2016
3679,800000,Jiri Tlusty,new-jersey-devils,2015-2016
3680,725000,Keith Kinkaid,new-jersey-devils,2015-2016
3681,692500,Reid Boucher,new-jersey-devils,2015-2016
3682,680000,Vojtech Mozik,new-jersey-devils,2015-2016
3683,662500,Blake Pietila,new-jersey-devils,2015-2016
3684,648333,Joseph Blandisi,new-jersey-devils,2015-2016
3685,625000,David Schlemko,new-jersey-devils,2015-2016
3686,605833,Damon Severson,new-jersey-devils,2015-2016
3687,600000,Tyler Kennedy,new-jersey-devils,2015-2016
3688,600000,David Warsofsky,new-jersey-devils,2015-2016
3689,587500,Seth Helgeson,new-jersey-devils,2015-2016
3690,575000,Bobby Farnham,new-jersey-devils,2015-2016
3691,575000,Marc-Andre Gragnani,new-jersey-devils,2015-2016
3692,575000,Jim O'Brien,new-jersey-devils,2015-2016
3693,575000,Paul Thompson,new-jersey-devils,2015-2016
3694,575000,Yann Danis,new-jersey-devils,2015-2016
3695,562500,Brian O'Neill,new-jersey-devils,2015-2016
3696,562500,Mike Sislo,new-jersey-devils,2015-2016
3697,6000000,Taylor Hall,new-jersey-devils,2016-2017
3698,6000000,Cory Schneider,new-jersey-devils,2016-2017
3699,5750000,Travis Zajac,new-jersey-devils,2016-2017
3700,5000000,Michael Cammalleri,new-jersey-devils,2016-2017
3701,5000000,Andy Greene,new-jersey-devils,2016-2017
3702,4850000,Ryane Clowe,new-jersey-devils,2016-2017
3703,4650000,Kyle Palmieri,new-jersey-devils,2016-2017
3704,4027143,Marc Savard,new-jersey-devils,2016-2017
3705,4000000,Adam Henrique,new-jersey-devils,2016-2017
3706,2666666,Ben Lovejoy,new-jersey-devils,2016-2017
3707,1666666,John Moore,new-jersey-devils,2016-2017
3708,1575000,Dalton Prout,new-jersey-devils,2016-2017
3709,1300000,Devante Smith-Pelly,new-jersey-devils,2016-2017
3710,1137500,Jon Merrill,new-jersey-devils,2016-2017
3711,1100000,Jacob Josefson,new-jersey-devils,2016-2017
3712,925000,Michael Kapla,new-jersey-devils,2016-2017
3713,925000,Steven Santini,new-jersey-devils,2016-2017
3714,925000,Miles Wood,new-jersey-devils,2016-2017
3715,894166,Pavel Zacha,new-jersey-devils,2016-2017
3716,842500,Nick Lappin,new-jersey-devils,2016-2017
3717,811666,John Quenneville,new-jersey-devils,2016-2017
3718,725000,Keith Kinkaid,new-jersey-devils,2016-2017
3719,725000,Beau Bennett,new-jersey-devils,2016-2017
3720,717500,Blake Speers,new-jersey-devils,2016-2017
3721,700000,Luke Gazdic,new-jersey-devils,2016-2017
3722,680000,Blake Coleman,new-jersey-devils,2016-2017
3723,680000,Vojtech Mozik,new-jersey-devils,2016-2017
3724,662500,Blake Pietila,new-jersey-devils,2016-2017
3725,648333,Joseph Blandisi,new-jersey-devils,2016-2017
3726,635000,Ken Appleby,new-jersey-devils,2016-2017
3727,626667,Ben Thomson,new-jersey-devils,2016-2017
3728,625000,Kevin Rooney,new-jersey-devils,2016-2017
3729,605833,Damon Severson,new-jersey-devils,2016-2017
3730,600000,Stefan Noesen,new-jersey-devils,2016-2017
3731,587500,Seth Helgeson,new-jersey-devils,2016-2017
3732,575000,Bobby Farnham,new-jersey-devils,2016-2017
3733,575000,Karl Stollery,new-jersey-devils,2016-2017
3734,6000000,Taylor Hall,new-jersey-devils,2017-2018
3735,6000000,Cory Schneider,new-jersey-devils,2017-2018
3736,5750000,Travis Zajac,new-jersey-devils,2017-2018
3737,5000000,Andy Greene,new-jersey-devils,2017-2018
3738,4875000,Sami Vatanen,new-jersey-devils,2017-2018
3739,4850000,Ryane Clowe,new-jersey-devils,2017-2018
3740,4650000,Kyle Palmieri,new-jersey-devils,2017-2018
3741,4583333,Marcus Johansson,new-jersey-devils,2017-2018
3742,4166666,Damon Severson,new-jersey-devils,2017-2018
3743,2750000,Brian Boyle,new-jersey-devils,2017-2018
3744,2750000,Eddie Lack,new-jersey-devils,2017-2018
3745,2666666,Ben Lovejoy,new-jersey-devils,2017-2018
3746,1666668,John Moore,new-jersey-devils,2017-2018
3747,1650000,Michael Grabner,new-jersey-devils,2017-2018
3748,1500000,Patrick Maroon,new-jersey-devils,2017-2018
3749,1250000,Keith Kinkaid,new-jersey-devils,2017-2018
3750,925000,Will Butcher,new-jersey-devils,2017-2018
3751,925000,Nico Hischier,new-jersey-devils,2017-2018
3752,925000,Michael Kapla,new-jersey-devils,2017-2018
3753,925000,Michael Mcleod,new-jersey-devils,2017-2018
3754,925000,Steven Santini,new-jersey-devils,2017-2018
3755,925000,Miles Wood,new-jersey-devils,2017-2018
3756,894166,Pavel Zacha,new-jersey-devils,2017-2018
3757,850000,Mirco Mueller,new-jersey-devils,2017-2018
3758,842500,Nick Lappin,new-jersey-devils,2017-2018
3759,811666,John Quenneville,new-jersey-devils,2017-2018
3760,800000,Drew Stafford,new-jersey-devils,2017-2018
3761,775883,Christoph Bertschy,new-jersey-devils,2017-2018
3762,749167,Jesper Bratt,new-jersey-devils,2017-2018
3763,703333,Mackenzie Blackwood,new-jersey-devils,2017-2018
3764,700000,Jimmy Hayes,new-jersey-devils,2017-2018
3765,667500,Blake Pietila,new-jersey-devils,2017-2018
3766,660000,Blake Coleman,new-jersey-devils,2017-2018
3767,660000,Stefan Noesen,new-jersey-devils,2017-2018
3768,650000,Brian Gibbons,new-jersey-devils,2017-2018
3769,650000,Kevin Rooney,new-jersey-devils,2017-2018
3770,650000,Brian Strait,new-jersey-devils,2017-2018
3771,635000,Ken Appleby,new-jersey-devils,2017-2018
3772,4500000,Rick Dipietro,new-york-islanders,2011-2012
3773,4100000,Mark Streit,new-york-islanders,2011-2012
3774,3133333,Matt Moulson,new-york-islanders,2011-2012
3775,3000000,Michael Grabner,new-york-islanders,2011-2012
3776,2800000,Kyle Okposo,new-york-islanders,2011-2012
3777,2500000,Mark Eaton,new-york-islanders,2011-2012
3778,2500000,Blake Comeau,new-york-islanders,2011-2012
3779,1600000,Steve Staios,new-york-islanders,2011-2012
3780,1600000,Milan Jurcina,new-york-islanders,2011-2012
3781,1400000,Jay Pandolfo,new-york-islanders,2011-2012
3782,1350000,Marty Reasoner,new-york-islanders,2011-2012
3783,1250000,Pierre-Alexandre Parenteau,new-york-islanders,2011-2012
3784,1050000,Josh Bailey,new-york-islanders,2011-2012
3785,900000,John Tavares,new-york-islanders,2011-2012
3786,900000,Kirill Kabanov,new-york-islanders,2011-2012
3787,891667,David Ullstrom,new-york-islanders,2011-2012
3788,875000,Aaron Ness,new-york-islanders,2011-2012
3789,875000,Travis Hamonic,new-york-islanders,2011-2012
3790,793333,Casey Cizikas,new-york-islanders,2011-2012
3791,700000,Tim  Wallace,new-york-islanders,2011-2012
3792,635250,Dylan Reese,new-york-islanders,2011-2012
3793,631666,Matt Martin,new-york-islanders,2011-2012
3794,601000,Al Montoya,new-york-islanders,2011-2012
3795,570000,Evgeni Nabokov,new-york-islanders,2011-2012
3796,550000,Micheal Haley,new-york-islanders,2011-2012
3797,550000,Andrew Macdonald,new-york-islanders,2011-2012
3798,525000,Frans Nielsen,new-york-islanders,2011-2012
3799,525000,Sean Backman,new-york-islanders,2011-2012
3800,525000,John Grahame,new-york-islanders,2011-2012
3801,5600000,Lubomir Visnovsky,new-york-islanders,2012-2013
3802,5500000,John Tavares,new-york-islanders,2012-2013
3803,5000000,Tim Thomas,new-york-islanders,2012-2013
3804,4500000,Rick Dipietro,new-york-islanders,2012-2013
3805,4100000,Mark Streit,new-york-islanders,2012-2013
3806,3133333,Matt Moulson,new-york-islanders,2012-2013
3807,3000000,Michael Grabner,new-york-islanders,2012-2013
3808,2800000,Kyle Okposo,new-york-islanders,2012-2013
3809,2750000,Evgeni Nabokov,new-york-islanders,2012-2013
3810,2750000,Frans Nielsen,new-york-islanders,2012-2013
3811,1500000,Matt Carkner,new-york-islanders,2012-2013
3812,1350000,Marty Reasoner,new-york-islanders,2012-2013
3813,1050000,Josh Bailey,new-york-islanders,2012-2013
3814,1000000,Brad Boyes,new-york-islanders,2012-2013
3815,1000000,Matt Martin,new-york-islanders,2012-2013
3816,900000,Brock Nelson,new-york-islanders,2012-2013
3817,900000,Anders Lee,new-york-islanders,2012-2013
3818,898889,Kirill Kabanov,new-york-islanders,2012-2013
3819,891667,David Ullstrom,new-york-islanders,2012-2013
3820,875000,Aaron Ness,new-york-islanders,2012-2013
3821,875000,Travis Hamonic,new-york-islanders,2012-2013
3822,793333,Casey Cizikas,new-york-islanders,2012-2013
3823,750000,Radek Martinek,new-york-islanders,2012-2013
3824,725000,Mark Eaton,new-york-islanders,2012-2013
3825,700000,Colin Mcdonald,new-york-islanders,2012-2013
3826,650000,Keith Aucoin,new-york-islanders,2012-2013
3827,610000,Brett Gallant,new-york-islanders,2012-2013
3828,605000,Brian Strait,new-york-islanders,2012-2013
3829,600000,Jesse Joensuu,new-york-islanders,2012-2013
3830,550000,Andrew Macdonald,new-york-islanders,2012-2013
3831,540000,Eric Boulton,new-york-islanders,2012-2013
3832,537500,Joe Finley,new-york-islanders,2012-2013
3833,5500000,John Tavares,new-york-islanders,2013-2014
3834,4750000,Lubomir Visnovsky,new-york-islanders,2013-2014
3835,3857143,Travis Hamonic,new-york-islanders,2013-2014
3836,3300000,Josh Bailey,new-york-islanders,2013-2014
3837,3250000,Evgeni Nabokov,new-york-islanders,2013-2014
3838,3000000,Michael Grabner,new-york-islanders,2013-2014
3839,2800000,Kyle Okposo,new-york-islanders,2013-2014
3840,2750000,Frans Nielsen,new-york-islanders,2013-2014
3841,2750000,Cal Clutterbuck,new-york-islanders,2013-2014
3842,1500000,Matt Carkner,new-york-islanders,2013-2014
3843,1000000,Matt Martin,new-york-islanders,2013-2014
3844,900000,Brock Nelson,new-york-islanders,2013-2014
3845,793333,Casey Cizikas,new-york-islanders,2013-2014
3846,775000,Brian Strait,new-york-islanders,2013-2014
3847,675000,Tom Hickey,new-york-islanders,2013-2014
3848,637500,Colin Mcdonald,new-york-islanders,2013-2014
3849,611231,Calvin De Haan,new-york-islanders,2013-2014
3850,601282,Matt Donovan,new-york-islanders,2013-2014
3851,550000,Eric Boulton,new-york-islanders,2013-2014
3852,532308,Radek Martinek,new-york-islanders,2013-2014
3853,415385,Anders Nilsson,new-york-islanders,2013-2014
3854,371897,Ryan Strome,new-york-islanders,2013-2014
3855,226154,Anders Lee,new-york-islanders,2013-2014
3856,203855,Mike Halmo,new-york-islanders,2013-2014
3857,151795,Kevin Czuczman,new-york-islanders,2013-2014
3858,118462,Johan Sundstrom,new-york-islanders,2013-2014
3859,57846,John Persson,new-york-islanders,2013-2014
3860,19744,Brett Gallant,new-york-islanders,2013-2014
3861,9083,Justin Johnson,new-york-islanders,2013-2014
3862,5500000,John Tavares,new-york-islanders,2014-2015
3863,5000000,Mikhail Grabovski,new-york-islanders,2014-2015
3864,4750000,Lubomir Visnovsky,new-york-islanders,2014-2015
3865,4500000,Jaroslav Halak,new-york-islanders,2014-2015
3866,4187500,Nikolai Kulemin,new-york-islanders,2014-2015
3867,3857143,Travis Hamonic,new-york-islanders,2014-2015
3868,3366667,Johnny Boychuk,new-york-islanders,2014-2015
3869,3300000,Josh Bailey,new-york-islanders,2014-2015
3870,3000000,Michael Grabner,new-york-islanders,2014-2015
3871,2800000,Kyle Okposo,new-york-islanders,2014-2015
3872,2750000,Frans Nielsen,new-york-islanders,2014-2015
3873,2750000,Cal Clutterbuck,new-york-islanders,2014-2015
3874,2700000,Nick Leddy,new-york-islanders,2014-2015
3875,1966666,Calvin De Haan,new-york-islanders,2014-2015
3876,1221505,Matt Carkner,new-york-islanders,2014-2015
3877,1112500,Brock Nelson,new-york-islanders,2014-2015
3878,1075833,Ryan Strome,new-york-islanders,2014-2015
3879,1000000,Matt Martin,new-york-islanders,2014-2015
3880,1000000,Casey Cizikas,new-york-islanders,2014-2015
3881,826875,Matt Donovan,new-york-islanders,2014-2015
3882,786483,Anders Lee,new-york-islanders,2014-2015
3883,775000,Brian Strait,new-york-islanders,2014-2015
3884,675000,Tom Hickey,new-york-islanders,2014-2015
3885,650000,Eric Boulton,new-york-islanders,2014-2015
3886,551075,Michal Neuvirth,new-york-islanders,2014-2015
3887,518010,Tyler Kennedy,new-york-islanders,2014-2015
3888,274193,Colin Mcdonald,new-york-islanders,2014-2015
3889,106756,Griffin Reinhart,new-york-islanders,2014-2015
3890,65323,Kael Mouillierat,new-york-islanders,2014-2015
3891,17473,Kevin Poulin,new-york-islanders,2014-2015
3892,6000000,Johnny Boychuk,new-york-islanders,2015-2016
3893,5500000,John Tavares,new-york-islanders,2015-2016
3894,5500000,Nick Leddy,new-york-islanders,2015-2016
3895,5000000,Mikhail Grabovski,new-york-islanders,2015-2016
3896,4500000,Jaroslav Halak,new-york-islanders,2015-2016
3897,4187500,Nikolai Kulemin,new-york-islanders,2015-2016
3898,3857143,Travis Hamonic,new-york-islanders,2015-2016
3899,3750000,Anders Lee,new-york-islanders,2015-2016
3900,3300000,Josh Bailey,new-york-islanders,2015-2016
3901,2800000,Kyle Okposo,new-york-islanders,2015-2016
3902,2750000,Frans Nielsen,new-york-islanders,2015-2016
3903,2750000,Cal Clutterbuck,new-york-islanders,2015-2016
3904,2500000,Brock Nelson,new-york-islanders,2015-2016
3905,2200000,Tom Hickey,new-york-islanders,2015-2016
3906,1966666,Calvin De Haan,new-york-islanders,2015-2016
3907,1500000,Marek Zidlicky,new-york-islanders,2015-2016
3908,1500000,Tom Greiss,new-york-islanders,2015-2016
3909,1000000,Matt Martin,new-york-islanders,2015-2016
3910,1000000,Casey Cizikas,new-york-islanders,2015-2016
3911,925000,Scott Mayfield,new-york-islanders,2015-2016
3912,863333,Ryan Pulock,new-york-islanders,2015-2016
3913,863333,Ryan Strome,new-york-islanders,2015-2016
3914,854333,Adam Pelech,new-york-islanders,2015-2016
3915,775000,Brian Strait,new-york-islanders,2015-2016
3916,775000,Bracken Kearns,new-york-islanders,2015-2016
3917,700000,Shane Prince,new-york-islanders,2015-2016
3918,650000,Chris Gibson,new-york-islanders,2015-2016
3919,595000,Alan Quine,new-york-islanders,2015-2016
3920,575000,Eric Boulton,new-york-islanders,2015-2016
3921,562500,Jean-Francois Berube,new-york-islanders,2015-2016
3922,6000000,Johnny Boychuk,new-york-islanders,2016-2017
3923,5500000,Andrew Ladd,new-york-islanders,2016-2017
3924,5500000,John Tavares,new-york-islanders,2016-2017
3925,5500000,Nick Leddy,new-york-islanders,2016-2017
3926,5000000,Mikhail Grabovski,new-york-islanders,2016-2017
3927,4500000,Jaroslav Halak,new-york-islanders,2016-2017
3928,4187500,Nikolai Kulemin,new-york-islanders,2016-2017
3929,3857143,Travis Hamonic,new-york-islanders,2016-2017
3930,3750000,Anders Lee,new-york-islanders,2016-2017
3931,3350000,Casey Cizikas,new-york-islanders,2016-2017
3932,3300000,Josh Bailey,new-york-islanders,2016-2017
3933,2750000,Cal Clutterbuck,new-york-islanders,2016-2017
3934,2500000,Brock Nelson,new-york-islanders,2016-2017
3935,2500000,Ryan Strome,new-york-islanders,2016-2017
3936,2250000,Jason Chimera,new-york-islanders,2016-2017
3937,2200000,Tom Hickey,new-york-islanders,2016-2017
3938,1966668,Calvin De Haan,new-york-islanders,2016-2017
3939,1500000,Tom Greiss,new-york-islanders,2016-2017
3940,1000000,Dennis Seidenberg,new-york-islanders,2016-2017
3941,894167,Mathew Barzal,new-york-islanders,2016-2017
3942,894167,Anthony Beauvillier,new-york-islanders,2016-2017
3943,863333,Joshua Ho-Sang,new-york-islanders,2016-2017
3944,854333,Adam Pelech,new-york-islanders,2016-2017
3945,850000,Shane Prince,new-york-islanders,2016-2017
3946,800000,Bracken Kearns,new-york-islanders,2016-2017
3947,675000,Jean-Francois Berube,new-york-islanders,2016-2017
3948,666666,Ross Johnston,new-york-islanders,2016-2017
3949,625000,Scott Mayfield,new-york-islanders,2016-2017
3950,612500,Alan Quine,new-york-islanders,2016-2017
3951,600000,Steve Bernier,new-york-islanders,2016-2017
3952,575000,Stephen Gionta,new-york-islanders,2016-2017
3953,575000,Connor Jones,new-york-islanders,2016-2017
3954,6000000,Johnny Boychuk,new-york-islanders,2017-2018
3955,6000000,Jordan Eberle,new-york-islanders,2017-2018
3956,5500000,Andrew Ladd,new-york-islanders,2017-2018
3957,5500000,John Tavares,new-york-islanders,2017-2018
3958,5500000,Nick Leddy,new-york-islanders,2017-2018
3959,4500000,Jaroslav Halak,new-york-islanders,2017-2018
3960,4187500,Nikolai Kulemin,new-york-islanders,2017-2018
3961,3750000,Anders Lee,new-york-islanders,2017-2018
3962,3500000,Cal Clutterbuck,new-york-islanders,2017-2018
3963,3350000,Casey Cizikas,new-york-islanders,2017-2018
3964,3333333,Tom Greiss,new-york-islanders,2017-2018
3965,3300000,Josh Bailey,new-york-islanders,2017-2018
3966,3300000,Calvin De Haan,new-york-islanders,2017-2018
3967,2500000,Brock Nelson,new-york-islanders,2017-2018
3968,2200000,Tom Hickey,new-york-islanders,2017-2018
3969,1600000,Adam Pelech,new-york-islanders,2017-2018
3970,1425000,Brandon Davidson,new-york-islanders,2017-2018
3971,1250000,Dennis Seidenberg,new-york-islanders,2017-2018
3972,894167,Anthony Beauvillier,new-york-islanders,2017-2018
3973,863333,Mathew Barzal,new-york-islanders,2017-2018
3974,863333,Michael Dal Colle,new-york-islanders,2017-2018
3975,863333,Joshua Ho-Sang,new-york-islanders,2017-2018
3976,863333,Ryan Pulock,new-york-islanders,2017-2018
3977,850000,Shane Prince,new-york-islanders,2017-2018
3978,770000,Sebastian Aho,new-york-islanders,2017-2018
3979,666668,Ross Johnston,new-york-islanders,2017-2018
3980,650000,Steve Bernier,new-york-islanders,2017-2018
3981,650000,Tanner Fritz,new-york-islanders,2017-2018
3982,650000,Chris Gibson,new-york-islanders,2017-2018
3983,637500,Chris Wagner,new-york-islanders,2017-2018
3984,625000,Scott Mayfield,new-york-islanders,2017-2018
3985,612500,Alan Quine,new-york-islanders,2017-2018
3986,7500000,Marian Gaborik,new-york-rangers,2011-2012
3987,6875000,Henrik Lundqvist,new-york-rangers,2011-2012
3988,6666667,Brad Richards,new-york-rangers,2011-2012
3989,6500000,Wade Redden,new-york-rangers,2011-2012
3990,4275000,Ryan Callahan,new-york-rangers,2011-2012
3991,4200000,Brandon Dubinsky,new-york-rangers,2011-2012
3992,3975000,Marc Staal,new-york-rangers,2011-2012
3993,3875000,Sean Avery,new-york-rangers,2011-2012
3994,3325000,Dan Girardi,new-york-rangers,2011-2012
3995,1875000,Artem Anisimov,new-york-rangers,2011-2012
3996,1700000,Brian Boyle,new-york-rangers,2011-2012
3997,1500000,Mike Rupp,new-york-rangers,2011-2012
3998,1400000,Ruslan Fedotenko,new-york-rangers,2011-2012
3999,1325000,Dylan Mcilrath,new-york-rangers,2011-2012
4000,1250000,Mike Sauer,new-york-rangers,2011-2012
4001,925000,Erik Christensen,new-york-rangers,2011-2012
4002,900000,Mats Zuccarello-Aasen,new-york-rangers,2011-2012
4003,900000,Anton Stralman,new-york-rangers,2011-2012
4004,875000,Ryan Mcdonagh,new-york-rangers,2011-2012
4005,875000,Michael Del Zotto,new-york-rangers,2011-2012
4006,875000,Martin Biron,new-york-rangers,2011-2012
4007,820333,Derek Stepan,new-york-rangers,2011-2012
4008,808333,Chris Thomas,new-york-rangers,2011-2012
4009,800000,Chris Kreider,new-york-rangers,2011-2012
4010,800000,Steve Eminger,new-york-rangers,2011-2012
4011,800000,Brandon Prust,new-york-rangers,2011-2012
4012,700000,Jyri Niemi,new-york-rangers,2011-2012
4013,700000,Scott Stajcer,new-york-rangers,2011-2012
4014,662500,Carl Hagelin,new-york-rangers,2011-2012
4015,650000,John Mitchell,new-york-rangers,2011-2012
4016,650000,Jeff Woywitka,new-york-rangers,2011-2012
4017,600000,Stu Bickel,new-york-rangers,2011-2012
4018,600000,Garnet Exelby,new-york-rangers,2011-2012
4019,525000,Brendan Bell,new-york-rangers,2011-2012
4020,525000,Andre Deveaux,new-york-rangers,2011-2012
4021,525000,Chad Johnson,new-york-rangers,2011-2012
4022,525000,Chad Kolarik,new-york-rangers,2011-2012
4023,512500,John Scott,new-york-rangers,2011-2012
4024,7800000,Rick Nash,new-york-rangers,2012-2013
4025,6875000,Henrik Lundqvist,new-york-rangers,2012-2013
4026,6666667,Brad Richards,new-york-rangers,2012-2013
4027,4275000,Ryan Callahan,new-york-rangers,2012-2013
4028,3975000,Marc Staal,new-york-rangers,2012-2013
4029,3625000,Ryane Clowe,new-york-rangers,2012-2013
4030,3500000,Roman Hamrlik,new-york-rangers,2012-2013
4031,3325000,Dan Girardi,new-york-rangers,2012-2013
4032,3200000,Derick Brassard,new-york-rangers,2012-2013
4033,2550000,Michael Del Zotto,new-york-rangers,2012-2013
4034,1700000,Anton Stralman,new-york-rangers,2012-2013
4035,1700000,Brian Boyle,new-york-rangers,2012-2013
4036,1633333,Derek Dorsett,new-york-rangers,2012-2013
4037,1550000,Taylor Pyatt,new-york-rangers,2012-2013
4038,1300000,Martin Biron,new-york-rangers,2012-2013
4039,1250000,Mike Sauer,new-york-rangers,2012-2013
4040,1066667,Darroll Powe,new-york-rangers,2012-2013
4041,1000000,Arron Asham,new-york-rangers,2012-2013
4042,875000,Ryan Mcdonagh,new-york-rangers,2012-2013
4043,820333,Derek Stepan,new-york-rangers,2012-2013
4044,810000,John Moore,new-york-rangers,2012-2013
4045,800000,Chris Kreider,new-york-rangers,2012-2013
4046,750000,Steve Eminger,new-york-rangers,2012-2013
4047,700000,Benn Ferriero,new-york-rangers,2012-2013
4048,700000,Mats Zuccarello-Aasen,new-york-rangers,2012-2013
4049,662500,Carl Hagelin,new-york-rangers,2012-2013
4050,650000,Matt Gilroy,new-york-rangers,2012-2013
4051,600000,Kris Newbury,new-york-rangers,2012-2013
4052,550000,Brandon Mashinter,new-york-rangers,2012-2013
4053,550000,Brandon Segal,new-york-rangers,2012-2013
4054,7800000,Rick Nash,new-york-rangers,2013-2014
4055,6875000,Henrik Lundqvist,new-york-rangers,2013-2014
4056,6666667,Brad Richards,new-york-rangers,2013-2014
4057,4700000,Ryan Mcdonagh,new-york-rangers,2013-2014
4058,3975000,Marc Staal,new-york-rangers,2013-2014
4059,3325000,Dan Girardi,new-york-rangers,2013-2014
4060,3200000,Derick Brassard,new-york-rangers,2013-2014
4061,3075000,Derek Stepan,new-york-rangers,2013-2014
4062,2250000,Carl Hagelin,new-york-rangers,2013-2014
4063,1700000,Brian Boyle,new-york-rangers,2013-2014
4064,1700000,Anton Stralman,new-york-rangers,2013-2014
4065,1633333,Derek Dorsett,new-york-rangers,2013-2014
4066,1300000,Benoit Pouliot,new-york-rangers,2013-2014
4067,1219487,Kevin Klein,new-york-rangers,2013-2014
4068,1153846,Martin St. Louis,new-york-rangers,2013-2014
4069,1150000,Mats Zuccarello-Aasen,new-york-rangers,2013-2014
4070,1000000,Dominic Moore,new-york-rangers,2013-2014
4071,975000,Justin Falk,new-york-rangers,2013-2014
4072,894167,J.T. Miller,new-york-rangers,2013-2014
4073,810000,John Moore,new-york-rangers,2013-2014
4074,722051,Chris Kreider,new-york-rangers,2013-2014
4075,513462,Cam Talbot,new-york-rangers,2013-2014
4076,423077,Dan Carcillo,new-york-rangers,2013-2014
4077,251282,Raphael Diaz,new-york-rangers,2013-2014
4078,132821,Ryan Haggerty,new-york-rangers,2013-2014
4079,8500000,Henrik Lundqvist,new-york-rangers,2014-2015
4080,7800000,Rick Nash,new-york-rangers,2014-2015
4081,5625000,Martin St. Louis,new-york-rangers,2014-2015
4082,5500000,Dan Girardi,new-york-rangers,2014-2015
4083,5000000,Derick Brassard,new-york-rangers,2014-2015
4084,4700000,Ryan Mcdonagh,new-york-rangers,2014-2015
4085,4500000,Dan Boyle,new-york-rangers,2014-2015
4086,3975000,Marc Staal,new-york-rangers,2014-2015
4087,3500000,Mats Zuccarello-Aasen,new-york-rangers,2014-2015
4088,3075000,Derek Stepan,new-york-rangers,2014-2015
4089,2900000,Kevin Klein,new-york-rangers,2014-2015
4090,2475000,Chris Kreider,new-york-rangers,2014-2015
4091,2250000,Carl Hagelin,new-york-rangers,2014-2015
4092,1500000,Dominic Moore,new-york-rangers,2014-2015
4093,1450000,Tanner Glass,new-york-rangers,2014-2015
4094,895161,Kevin Hayes,new-york-rangers,2014-2015
4095,696801,Jesper Fast,new-york-rangers,2014-2015
4096,659104,J.T. Miller,new-york-rangers,2014-2015
4097,600000,Matt Hunwick,new-york-rangers,2014-2015
4098,592741,Keith Yandle,new-york-rangers,2014-2015
4099,562500,Cam Talbot,new-york-rangers,2014-2015
4100,293548,James Sheppard,new-york-rangers,2014-2015
4101,12903,Chris Summers,new-york-rangers,2014-2015
4102,9072,Ryan Bourque,new-york-rangers,2014-2015
4103,8500000,Henrik Lundqvist,new-york-rangers,2015-2016
4104,8250000,Eric Staal,new-york-rangers,2015-2016
4105,7800000,Rick Nash,new-york-rangers,2015-2016
4106,6500000,Derek Stepan,new-york-rangers,2015-2016
4107,5700000,Marc Staal,new-york-rangers,2015-2016
4108,5500000,Dan Girardi,new-york-rangers,2015-2016
4109,5250000,Keith Yandle,new-york-rangers,2015-2016
4110,5000000,Derick Brassard,new-york-rangers,2015-2016
4111,4700000,Ryan Mcdonagh,new-york-rangers,2015-2016
4112,4500000,Dan Boyle,new-york-rangers,2015-2016
4113,4500000,Mats Zuccarello-Aasen,new-york-rangers,2015-2016
4114,2900000,Kevin Klein,new-york-rangers,2015-2016
4115,2475000,Chris Kreider,new-york-rangers,2015-2016
4116,1500000,Dominic Moore,new-york-rangers,2015-2016
4117,1450000,Tanner Glass,new-york-rangers,2015-2016
4118,1100000,Viktor Stalberg,new-york-rangers,2015-2016
4119,950000,Jesper Fast,new-york-rangers,2015-2016
4120,925000,Brady Skjei,new-york-rangers,2015-2016
4121,900000,Kevin Hayes,new-york-rangers,2015-2016
4122,874000,J.T. Miller,new-york-rangers,2015-2016
4123,750000,Antti Raanta,new-york-rangers,2015-2016
4124,650000,Oscar Lindberg,new-york-rangers,2015-2016
4125,625000,Magnus Hellberg,new-york-rangers,2015-2016
4126,600000,Chris Summers,new-york-rangers,2015-2016
4127,600000,Dylan Mcilrath,new-york-rangers,2015-2016
4128,600000,Jayson Megna,new-york-rangers,2015-2016
4129,575000,Marek Hrivik,new-york-rangers,2015-2016
4130,575000,Dan Paille,new-york-rangers,2015-2016
4131,8500000,Henrik Lundqvist,new-york-rangers,2016-2017
4132,7800000,Rick Nash,new-york-rangers,2016-2017
4133,6500000,Derek Stepan,new-york-rangers,2016-2017
4134,5700000,Marc Staal,new-york-rangers,2016-2017
4135,5500000,Dan Girardi,new-york-rangers,2016-2017
4136,4700000,Ryan Mcdonagh,new-york-rangers,2016-2017
4137,4625000,Chris Kreider,new-york-rangers,2016-2017
4138,4500000,Mats Zuccarello-Aasen,new-york-rangers,2016-2017
